id;siege;siege_encode;id1;impl;premier;compte;uaientitemere;identifiantunite;nomlong;nomcourt;nom_encode;description;rcr;typebibliotheque;adresse_adresse;adresse_adressecompl;adresse_codepostal;adresse_ville;adresse_pays;geo;internet_web;internet_info;internet_conta;internet_formu;internet_rss;internet_blog;internet_wiki;internet_masto;internet_faceb;internet_twitt;internet_youtu;internet_daily;internet_vimeo;internet_peris;internet_insta;internet_flick;internet_pinte;internet_linke;internet_googl;internet_viade;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;regrgp_nom;fd_id;logo_scd;wall_rss;wall_faceb;wall_twitt;wall_youtu;wall_vimeo;wall_flick;wall_pinte;wall_googl;noctambuplus
0870111Y;SCD de l'Université de Limoges;SCD%20de%20l%27Universit%E9%20de%20Limoges;0870111Y-09;0870111Y-09-1;Oui;1;0870669E;UN09;Bibliothèque du Campus Universitaire d'Egletons;;Biblioth%E8que%20du%20Campus%20Universitaire%20d%27Egletons;La BU rassemble les collections acquises selon les enseignements dispensés sur le site d'Egletons: Génie civil - construction durable.;190732201;;17 Boulevard Jacques Derche;;19300;Egletons;;45.403381861235644,2.052087878990164;https://www.unilim.fr/scd/;https://www.unilim.fr/scd/vos-bibliotheques/bu-campus-universitaire-egletons/;scd-correze@unilim.fr;https://www.unilim.fr/scd/nous-connaitre/contacts/#contactsIUT;;;;;https://www.facebook.com/BULimoges/;;;;;;;;;;;;19073;Égletons;UU19106;Égletons;D019;Corrèze;A22;Limoges;R75;Nouvelle-Aquitaine;Province;FD111;0870111Y.jpg;;BULimoges;;;;;;;
0870111Y;SCD de l'Université de Limoges;SCD%20de%20l%27Universit%E9%20de%20Limoges;0870111Y-08;0870111Y-08-1;Oui;1;0870669E;UN08;BU de l'ENSIL - ENSCI;;BU%20de%20l%27ENSIL%20%2D%20ENSCI;;870852226;;16 rue Atlantis;;87280;Limoges;;45.860865738869016,1.2954432394255941;https://www.unilim.fr/scd/;https://www.unilim.fr/scd/vos-bibliotheques/bu-ensil-3/;bu.ingenieur@unilim.fr;https://www.unilim.fr/scd/nous-connaitre/contacts/#contactsensil;;;;;https://www.facebook.com/BULimoges/;;;;;;;;;;;;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Nouvelle-Aquitaine;Province;FD111;0870111Y.jpg;;BULimoges;;;;;;;
0941683U;SCD Université Paris Est Créteil;SCD%20Universit%E9%20Paris%20Est%20Cr%E9teil;0941683U-11;0941683U-11-1;Oui;1;0941111X;UN11;BIBLIOTHEQUE DE L'IUT DE VITRY;;BIBLIOTHEQUE%20DE%20L%27IUT%20DE%20VITRY;;940812201;;122, rue Paul Armangot;Parc Chérioux;94400;VITRY SUR SEINE;;48.776595,2.375966;http://bibliotheque.u-pec.fr/;http://bibliotheque.u-pec.fr/infos-pratiques/horaires-et-ouvertures/;web-scd@u-pec.fr;;;;;;;;;;;;;;;;;;94081;Vitry-sur-Seine;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;0941683U.jpg;;;;;;;;;
0141110F;Université de Caen Normandie - Service commun de la documentation;Universit%E9%20de%20Caen%20Normandie%20%2D%20Service%20commun%20de%20la%20documentation;0141110F-22;0141110F-22-1;Oui;1;0141408E;UN22;Bibliothèque du Centre Michel de Bouärd - Centre de recherches archéologiques et historiques anciennes et médiévales;;Biblioth%E8que%20du%20Centre%20Michel%20de%20Bou%E4rd%20%2D%20Centre%20de%20recherches%20arch%E9ologiqu;;141182203;bibliothèque associée;Esplanade de la Paix;Campus 1, Bâtiment N, CS14032;14032;Caen cedex 5;;49.19130711959219,-0.36385583013918604;http://documentation.unicaen.fr/;http://documentation.unicaen.fr/Default/bib-centre-de-recherche-michel-de-bouard-craham.aspx;;http://documentation.unicaen.fr/Default/jai-une-question.aspx;;http://documentation.unicaen.fr/Default/blogs-des-bu.aspx;https://fr.wikipedia.org/wiki/Universit%C3%A9_Caen-Normandie;;https://fr-fr.facebook.com/unicaen;https://twitter.com/publi_crahm;https://www.youtube.com/channel/UCZ9nCj8f5RuUPH930Y0fmGw;;https://vimeo.com/unicaen;;https://www.instagram.com/universitecaen/;https://www.flickr.com/photos/97346339@N05/;;;;;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R28;Normandie;Province;FD111;0141110F.png;;;publi_crahm;channel/UCZ9nCj8f5RuUPH930Y0fmGw;;97346339@N05;;;
0753480A;Collège de France;Coll%E8ge%20de%20France;0753480A-00;0753480A-00-1;Oui;1;0753480A;Un00;Direction des réseaux et partenariats documentaires du Collège de France;DRPD-Bibliothèques et archives;Direction%20des%20r%E9seaux%20et%20partenariats%20documentaires%20du%20Coll%E8ge%20de%20France;"La Direction des partenariats et réseaux documentaires (DRPD) du Collège de France coordonne le réseau constitué d’un service d’archives, de 13 bibliothèques et de missions transverses ( bibliométrie,  ressources en ligne,photothèque). En contact étroit avec les équipes de recherche de l’institution, elle accompagne notamment les projets de numérisation, d’expositions, de modernisation des outils de recherche, les projets d’humanités numériques et les partenariats des bibliothèques et archives avec d’autres institutions. Elle pilote le projet de bibliothèque numérique Salamandre (https://salamandre.college-de-france.fr) et le blog  Colligere.
La DRPD participe également à l’élaboration de l'Institut des civilisations actuellement en chantier (2016-2019) qui rassemble en quatre pôles thématiques et géographiques les bibliothèques de SHS au 52 rue du Cardinal Lemoine.

Les bibliothèques du Collège de France accueillent chercheurs et étudiants à partir du Master, certaines sous condition.";751059904;;11 Place Marcelin Berthelot;;75005;PARIS;;48.84912124019928,2.34561983068852;http://www.college-de-france.fr/site/bibliotheques-archives/index.htm#content.htm;https://www.college-de-france.fr/site/bibliotheques-archives/Ressources-electroniques__3.htm;services-generaux.drpd@college-de-france.fr;;;https://archibibscdf.hypotheses.org/;;;;;;;;;;;;;;;75105;Paris  5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
1270009V;Ecole française de Rome;Ecole%20fran%E7aise%20de%20Rome;1270009V-00;1270009V-00-1;Oui;1;1270009V;UN00;Bibliothèque - École française de Rome;;Biblioth%E8que%20%2D%20%C9cole%20fran%E7aise%20de%20Rome;;991272301;;Piazza Farnese, 67;;186;Roma;Italie;41.894964,12.471009;http://www.efrome.it/bibliotheque.html;http://www.efrome.it/bibliotheque/conditions-dacces.html;secrbiblio@efrome.it;;;;;;;;;;;;;;;;;;ITA01;Rome;SO;Rome;D999;Étranger;A99;Non défini;R99;Étranger;Étranger;FD290;1270009V.jpg;;;;;;;;;
0752734P;Direction des bibliothèques universitaires - Université Sorbonne nouvelle Paris 3;Direction%20des%20biblioth%E8ques%20universitaires%20%2D%20Universit%E9%20Sorbonne%20nouvelle%20P;0752734P-05;0752734P-05-1;Oui;1;0751719L;UN05;Bibliothèque Pierre Monbeig - IHEAL;;Biblioth%E8que%20Pierre%20Monbeig%20%2D%20IHEAL;;751072202;bibliothèque associée;27 rue Saint-Guillaume;;75007;Paris;;48.854134,2.328395;http://www.dbu.univ-paris3.fr/bibliotheques/nos-autres-bibliotheques/bibliotheque-de-l-iheal;;;;;;;;;;;;;;;;;;;;75107;Paris  7e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;0752734P.jpg;;;;;;;;;
0752734P;Direction des bibliothèques universitaires - Université Sorbonne nouvelle Paris 3;Direction%20des%20biblioth%E8ques%20universitaires%20%2D%20Universit%E9%20Sorbonne%20nouvelle%20P;0752734P-08;0752734P-08-1;Oui;1;0751719L;UN08;Bibliothèque de Linguistique africaine;BLAF;Biblioth%E8que%20de%20Linguistique%20africaine;;751052150;;19 rue des bernardins;;75005;Paris;;48.849956,2.350663;http://www.dbu.univ-paris3.fr/bibliotheques/nos-autres-bibliotheques/bibliotheque-de-linguistique-africaine;;;;;;;;;;;;;;;;;;;;75105;Paris  5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;0752734P.jpg;;;;;;;;;
0752735R;Université Paris Sorbonne;Universit%E9%20Paris%20Sorbonne;0752735R-06;0752735R-06-1;Oui;1;0751720M;UN06;Bibliothèque Clignancourt;Bibliothèque Clignancourt;Biblioth%E8que%20Clignancourt;;751182102;bibliothèque associée;2 Rue Francis de Croisset;;75018;Paris;;48.899569,2.347494;http://documentation.sorbonne-universites.fr/;http://documentation.sorbonne-universites.fr/bibliotheques/paris-sorbonne/clignancourt.html;bibliotheque.clignancourt@listes.paris-sorbonne.fr;;;;;;;;;;;;;;;;;;75118;Paris 18e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0211030F;Service commun de la documentation de l'université de Bourgogne;Service%20commun%20de%20la%20documentation%20de%20l%27universit%E9%20de%20Bourgogne;0211030F-12;0211030F-12-1;Oui;1;0211237F;UN12;BU ESPE Auxerre;;BU%20ESPE%20Auxerre;;890242202;;ESPE de Bourgogne site d'Auxerre;24 rue des Moreaux;89000;Auxerre;;47.792483311025556,3.562522658401349;;https://bu.u-bourgogne.fr/EXPLOITATION/bu-espe-auxerre.aspx;bibliotheque.auxerre@espe.u-bourgogne.fr;;;;;;;;;;;;;;;;;;89024;Auxerre;UU89402;Auxerre;D089;Yonne;A07;Dijon;R27;Bourgogne-Franche-Comté;Province;FD111;0211030F.jpg;;;;;;;;;
0860701V;Service commun de la documentation de l'Université de Poitiers;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Poitiers;0860701V-05;0860701V-05-1;Oui;2;0860856N;UN05;Direction, Administration, Service des Ressources Informatiques Documentaires (SRID);;Direction%2C%20Administration%2C%20Service%20des%20Ressources%20Informatiques%20Documentair;;861949901;;Service Commun de Documentation, Université de Poitiers campus, 6 rue Jean Carbonnier;Bâtiment A2, TSA 91101;86073;Poitiers cedex 9;;46.57166263790007,0.381558978319162;http://scd.univ-poitiers.fr/;http://scd.univ-poitiers.fr/;scd@univ-poitiers.fr;;http://scd.univ-poitiers.fr/adminsite/webservices/export_rss.jsp?objet=actualite&CODE_RUBRIQUE=1356025003907&SELECTION=0007&TRI_DATE=DATE_DESC&DESCRIPTION=Les%20actus%20du%20SCD;;;;;https://twitter.com/scd_poitiers;https://www.youtube.com/channel/UCXrteV1UUP5mkvA9Qsaozuw;;;;;https://www.flickr.com/photos/64862745@N06;;;;;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Nouvelle-Aquitaine;Province;FD111;;http://scd.univ-poitiers.fr/adminsite/webservices/export_rss.jsp?objet=actualite&CODE_RUBRIQUE=1356025003907&SELECTION=0007&TRI_DATE=DATE_DESC&DESCRIPTION=Les%20actus%20du%20SCD;;SCD_Poitiers;channel/UCXrteV1UUP5mkvA9Qsaozuw;;64862745@N06;;;
0860701V;Service commun de la documentation de l'Université de Poitiers;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Poitiers;0860701V-03;0860701V-03-1;Oui;1;0860856N;UN03;Bibliothèque universitaire de  Médecine et Pharmacie;BU Médecine Pharmacie;Biblioth%E8que%20universitaire%20de%20%20M%E9decine%20et%20Pharmacie;;861942103;;6 rue de la Milétrie;Batiment D1 TSA 91101;86073;Poitiers;;46.56051646924642,0.37922680377960205;http://scd.univ-poitiers.fr/;http://scd.univ-poitiers.fr/vos-bibliotheques/campus-de-poitiers/bu-medecine/;scd@univ-poitiers.fr;;;;;;https://www.facebook.com/Facult%C3%A9-BU-M%C3%A9decine-Pharmacie-Poitiers-1077489858968161/;https://twitter.com/scd_poitiers;;;;;;;;;;;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Nouvelle-Aquitaine;Province;FD111;;;Faculté-BU-Médecine-Pharmacie-Poitiers-1077489858968161;SCD_Poitiers;;;;;;Oui
0751794T;Bibliothèque de l'École française d'Extrême-Orient;Biblioth%E8que%20de%20l%27%C9cole%20fran%E7aise%20d%27Extr%EAme%2DOrient;0751794T-00;0751794T-00-1;Oui;1;0751794T;UN00;Bibliothèque centrale - Paris;;Biblioth%E8que%20centrale%20%2D%20Paris;;751162305;;22 avenue du Président-Wilson;;75116;Paris;;48.864509,2.292678;http://www.efeo.fr/base.php?code=72;;bibliotheque@efeo.net;;;;;;;;;;;;;;;;;;75116;Paris 16e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;0751794T.png;;;;;;;;;
0673029D;Service des bibliothèques de l'Université de Strasbourg;Service%20des%20biblioth%E8ques%20de%20l%27Universit%E9%20de%20Strasbourg;0673029D-41;0673029D-41-1;Oui;1;0673021V;UN41;Bibliothèque EOST (Ecole - observatoire sciences de la terre);Bibliothèque EOST (Ecole - observatoire sciences de la terre);Biblioth%E8que%20EOST%20%28Ecole%20%2D%20observatoire%20sciences%20de%20la%20terre%29;;674822249;bibliothèque associée;5 rue René Descartes;;67084;Strasbourg cédex;;48.579585,7.766167;http://eost.unistra.fr/bibliotheques/bibliotheque-de-geophysique/;https://bu.unistra.fr/.do#36;;;;;;;;;;;;;;;;;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;Province;FD111;0673029D.png;;;;;;;;;
0450744P;Service Commun de Documentation de l'Université d'Orléans;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20d%27Orl%E9ans;0450744P-01;0450744P-01-1;Oui;1;0450855K;UN01;Bibliothèque du Centre universitaire de Bourges;B.U. Bourges;Biblioth%E8que%20du%20Centre%20universitaire%20de%20Bourges;;180332101;;72 rue de Turly;;18000;Bourges;;47.09956249552433,2.422436698486308;https://scd.univ-orleans.fr/;https://scd.univ-orleans.fr/bu-bourges;bu.bourges@listes.univ-orleans.fr;https://scd.univ-orleans.fr/question-remarque-suggestion;;;;;;;;;;;;;;;;;18033;Bourges;UU18501;Bourges;D018;Cher;A18;Orléans-Tours;R24;Centre-Val de Loire;Province;FD111;;;;;;;;;;
0450744P;Service Commun de Documentation de l'Université d'Orléans;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20d%27Orl%E9ans;0450744P-07;0450744P-07-1;Oui;1;0450855K;UN07;Bibliothèque de l'IUT de l' Indre - site d'Issoudun;Bibliothèque IUT de l' Indre -Issoudun;Biblioth%E8que%20de%20l%27IUT%20de%20l%27%20Indre%20%2D%20site%20d%27Issoudun;;360882201;bibliothèque associée;5 rue Georges Brassens;;36100;ISSOUDUN;;46.949614,2.006103;http://scd.univ-orleans.fr/;http://scd.univ-orleans.fr/bu-iut-indre-issoudun;bib.iut36.issoudun@univ-orleans.fr;http://scd.univ-orleans.fr/question-remarque-suggestion;;;;;;;;;;;;;;;;;36088;Issoudun;UU36301;Issoudun;D036;Indre;A18;Orléans-Tours;R24;Centre-Val de Loire;Province;FD111;;;;;;;;;;
0180974L;INSA Centre - Val-de-Loire;INSA%20Centre%20%2D%20Val%2Dde%2DLoire;0180974L-01;0180974L-01-1;Oui;1;0180974L;UN01;Campus de Blois - Cursus Ingénieurs;;Campus%20de%20Blois%20%2D%20Cursus%20Ing%E9nieurs;;410182301;bibliothèque associée;3, rue de la Chocolaterie;CS 23410;41034;Blois;;47.58451738168991,1.325752634254513;http://www.insa-centrevaldeloire.fr/fr/bibliotheque/nouveautes/5/_;http://www.insa-centrevaldeloire.fr/fr/bibliotheque/nouveautes/5/_;solene.chervalier@insa-cvl.fr;;;;;;;;;;;;;;;;;;41018;Blois;UU41501;Blois;D041;Loir-et-Cher;A18;Orléans-Tours;R24;Centre-Val de Loire;Province;FD111;;;;;;;;;;
0440121T;Service commun de la documentation (SCD) de l’Université de Nantes;Service%20commun%20de%20la%20documentation%20%28SCD%29%20de%20l%92Universit%E9%20de%20Nantes;0440121T-15;0440121T-15-1;Oui;1;0440984F;UN15;BA06 Institut de Géographie et d'aménagement régional de l'Université de Nantes - Géothèque André-Vigarié;BA06 IGARUN Géothèque André-Vigarié;BA06%20Institut%20de%20G%E9ographie%20et%20d%27am%E9nagement%20r%E9gional%20de%20l%27Universit%E9%20de%20Na;;441092214;bibliothèque associée;Chemin de la Censive-du-Tertre;;44330;Nantes;;47.245675,-1.5518459999999998;http://www.bu.univ-nantes.fr/;http://www.bu.univ-nantes.fr/bibliotheques-associees-et-partenaires/domaine-lettres-sciences-humaines-et-sociales/bibliotheques-associees-domaine-lettres-sciences-humaines-et-sociales-618027.kjsp?RH=1270740800068;;;;;;;;;;;;;;;;;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;Province;FD111;;;;;;;;;;
0440121T;Service commun de la documentation (SCD) de l’Université de Nantes;Service%20commun%20de%20la%20documentation%20%28SCD%29%20de%20l%92Universit%E9%20de%20Nantes;0440121T-01;0440121T-01-1;Oui;1;0440984F;UN01;BA08 Centre de droit maritime et océanique;BA08 CDMO;BA08%20Centre%20de%20droit%20maritime%20et%20oc%E9anique;;441092103;bibliothèque associée;Chemin de la Censive-du-Tertre;;44330;Nantes;;47.245675,-1.551888;http://www.bu.univ-nantes.fr/;http://www.bu.univ-nantes.fr/bibliotheques-associees-et-partenaires/domaine-droit-economie-gestion/;cdmo44@yahoo.fr;;;;;;;;;;;;;;;;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;Province;FD111;;;;;;;;;;
0660080D;SCD de l'Université de Perpignan Via Domitia;SCD%20de%20l%27Universit%E9%20de%20Perpignan%20Via%20Domitia;0660080D-13;0660080D-13-1;Oui;1;0660437S;UN13;Bibliothèque du Centre européen de recherches préhistoriques (CERP);;Biblioth%E8que%20du%20Centre%20europ%E9en%20de%20recherches%20pr%E9historiques%20%28CERP%29;"La bibliothèque de Tautavel a pour origine le don de la bibliothèque du professeur Henry de Lumley.
Elle est spécialisée en sciences préhistoriques et archéologie.";;bibliothèque associée;Avenue Léon-Jean Grégory;;66720;Tautavel;;42.816193120159795,2.7498669710693093;;https://bu.univ-perp.fr/fr/menu/bibliotheques/toutes-les-bibliotheques/toutes-les-bibliotheques-136.kjsp;;;;;;;;;;;;;;;;;;;66205;Tautavel;CR66205;Tautavel;D066;Pyrénées-Orientales;A11;Montpellier;R76;Occitanie;Province;FD111;0660080D.jpg;;;;;;;;;
0561779E;SCD Université Bretagne Sud;SCD%20Universit%E9%20Bretagne%20Sud;5,62E+04;0561779E-01-1;Oui;1;0561718N;UN01;BU de Lorient;BU Lorient;BU%20de%20Lorient;Bibliothèque pluridisciplinaire (sciences, sciences de l'ingénieur, Lettres, langues et sciences humaines);561212106;;25 rue Armand Guillemot;BP 92116;56321;Lorient cedex;;47.745705,-3.390143;http://www.univ-ubs.fr/fr/l-universite-en-pratique/bibliotheque.html;http://www.univ-ubs.fr/fr/l-universite-en-pratique/bibliotheque/vos-bu-mode-d-emploi.html;;;;;;;https://www.facebook.com/Biblioth%C3%A8ques-Universitaires-UBS-334652186908553/;;;;;;;;;;;;56121;Lorient;UU56601;Lorient;D056;Morbihan;A14;Rennes;R53;Bretagne;Province;FD111;;;BibliothequesUniversitairesUBS;;;;;;;
0352288X;Université de Rennes 1 - Service Commun de la Documentation;Universit%E9%20de%20Rennes%201%20%2D%20Service%20Commun%20de%20la%20Documentation;0352288X-15;0352288X-15-1;Oui;1;0350936C;UN15;Bibliothèque de l'Institut de préparation à l'administration générale;Bibliothèque de l'IPAG;Biblioth%E8que%20de%20l%27Institut%20de%20pr%E9paration%20%E0%20l%27administration%20g%E9n%E9rale;;352382239;bibliothèque associée;106 bd. De la Duchesse Anne;;35700;Rennes;;48.121782,-1.668923;;https://ipag.univ-rennes1.fr/la-bibliotheque-de-lipag;bibipag@univ-rennes1.fr;;;;;;;https://twitter.com/bibipag35;;;;;;;;;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;Province;FD111;0352288X.jpg;;;bibipag35;;;;;;
093GEDCC;Etablissement public Campus Condorcet;Etablissement%20public%20Campus%20Condorcet;093GEDCC-00;093GEDCC-00-1;Oui;1;0932560C;UN00;Grand Equipement Documentaire;;Grand%20Equipement%20Documentaire;;;;20 avenue George Sand;;93210;Saint-Denis La Plaine;;48.9079,2.365194;;;;;;;;;;;;;;;;;;;;;93066;Saint-Denis;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;093GEDCC.jpg;;;;;;;;;
0511121S;Bibliothèque de l'Université de Reims Champagne Ardenne;Biblioth%E8que%20de%20l%27Universit%E9%20de%20Reims%20Champagne%20Ardenne;0511121S-02;0511121S-02-1;Oui;1;0511296G;Un02;Bibliothèque du Pôle Santé;Bibliothèque du Pôle Santé de l'Université de Reims Champagne Ardenne;Biblioth%E8que%20du%20P%F4le%20Sant%E9;;514542104;;51 rue Cognacq-Jay;Site Maison Blanche;51097;Reims;;49.22785222072418,4.016492240753223;http://www.univ-reims.fr/minisite_18/;http://www.univ-reims.fr/minisite_18/les-bibliotheques/bu-sante/bu-sante,9205,17209.html;bu-sante@univ-reims.fr;http://www.univ-reims.fr/minisite_18/les-bibliotheques/bu-sante/bu-sante,9205,17209.html;;;;;https://www.facebook.com/busante.urca/;;;;;;;;;;;;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R44;Grand Est;Province;FD111;;;busante.urca;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-45;0340834X-45-1;Oui;1;0341089Z;UN45;UPV-bibliothèque d'hébreu;;UPV%2Dbiblioth%E8que%20d%27h%E9breu;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0333308S;Direction de la documentation;Direction%20de%20la%20documentation;0333308S-31;0333308S-31-1;Oui;1;0333298F;Un31;Bibliothèque Universitaire des Sciences du Vivant et de la Santé  Josy Reiffers (BU SVS);BU SVS;Biblioth%E8que%20Universitaire%20des%20Sciences%20du%20Vivant%20et%20de%20la%20Sant%E9%20%20Josy%20Reif;;330632101;;146 rue Léo Saignat;;33076;BORDEAUX;;44.82604785945144,-0.604846179485321;https://bibliotheques.u-bordeaux.fr/Les-bibliotheques/Sciences-du-Vivant-et-de-la-Sante/Bibliotheque-universitaire-des-Sciences-du-Vivant-et-de-la-Sante;;doc-bibliotheque@u-bordeaux.fr;;;;;;;;;;;;;;;;;;33063;Bordeaux;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;Province;FD111;0333308S.jpg;;;;;;;;;Oui
0333308S;Direction de la documentation;Direction%20de%20la%20documentation;0333308S-00;0333308S-00-1;Oui;1;0333298F;Un00;Bibliothèque Pluridisciplinaire;BU Pluridisciplinaire;Biblioth%E8que%20Pluridisciplinaire;;330632103;;125 Cours Alsace - Lorraine;;33000;BORDEAUX;;44.83749907923674,-0.575827249806479;http://bibliotheques.u-bordeaux.fr/Les-bibliotheques/Bibliotheque-pluridisciplinaire;;doc-bibliotheque@u-bordeaux.fr;;;;;;;;;;;;;;;;;;33063;Bordeaux;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;Province;FD111;0333308S.jpg;;;;;;;;;
0921510S;Service Commun de Documentation de l'Université Paris Nanterre;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20Paris%20Nanterre;0921510S-05;0921510S-05-1;Oui;1;0921204J;UN05;Bibliothèque d'UFR Histoire-Histoire de l'Art (HHA);BUFR HHA;Biblioth%E8que%20d%27UFR%20Histoire%2DHistoire%20de%20l%27Art%20%28HHA%29;;920502102;bibliothèque associée;200, avenue de la République;Bâtiment E/D rez-de-chaussée;92000;Nanterre;;48.90216317045184,2.212343873046848;http://scd.parisnanterre.fr/bibliotheques/bufr-histoire-et-histoire-de-l-art/;http://scd.parisnanterre.fr/bibliotheques/bufr-histoire-et-histoire-de-l-art/;catherine.lescure@parisnanterre.fr;;;;;;;;;;;;;;;;;;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;0921510S.jpg;;;;;;;;;
0752705H;Bibliothèque interuniversitaire de la Sorbonne;Biblioth%E8que%20interuniversitaire%20de%20la%20Sorbonne;0752705H-01;0752705H-01-1;Oui;1;0751717J;Un01;Bibliothèque de l'institut de Géographie de ParisBibliothèque du centre de géographieBibliothèque interuniversitaire  de la Sorbonne. Département de géographie;Géographie;Biblioth%E8que%20de%20l%27institut%20de%20G%E9ographie%20de%20ParisBiblioth%E8que%20du%20centre%20de%20;;751052101;;191 rue Saint Jacques;Institut de géographie;75005;PARIS;;48.84475198439313,2.342508279762228;http://bibgeoparis.univ-paris1.fr;http://bibgeoparis.univ-paris1.fr;bibgeo@bis-sorbonne.fr;http://www.univ-paris1.fr/bibliotheque/bibliotheque-geographie/formulaire-suggestion-dacquisition/;;;https://fr.wikipedia.org/wiki/Institut_de_g%C3%A9ographie;;;;;;;;;;;;;;75105;Paris  5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;0752705H.jpg;;;;;;;;;
0753486G;Ecole pratique des hautes études;Ecole%20pratique%20des%20hautes%20%E9tudes;0753486G-00;0753486G-00-1;Oui;1;0753486G;UN00;Service commun de la documentation, des bibliothèques et des archives de l'Ecole pratique des hautes études;SCDBA EPHE;Service%20commun%20de%20la%20documentation%2C%20des%20biblioth%E8ques%20et%20des%20archives%20de%20l%27;"Créé en 2008, le Service commun de la documentation (SCD) devenu Service commun de la documentation, des bibliothèques et des archives (SCDBA) en 2013 a pour missions principales de structurer et d’organiser la documentation, les bibliothèques et les archives de l’école, de mettre en place sa politique documentaire et ses services aux usagers dans une logique de partenariat. Son activité tient compte de l’appartenance de l’EPHE au projet Condorcet qui prévoit, dans sa première tranche (livraison 2019-20), la création d'une bibliothèque unique pour l'ensemble du site et d’un service d’archives intégré. 
De haute tenue scientifique, les fonds patrimoniaux de l'EPHE se composent d’imprimés (14 029 titres) qui se doublent de collections photographiques (145 686 vues photographiques, plaques de verre, vidéos, diapos, films, VHS...), de cartes et plans, d’objets lithiques, tableaux, peintures, tablettes cunéiformes, papyrus... et d’archives scientifiques (632 ml environ).";;;4, rue Valette;Site Saint Barbe;75005;PARIS;;48.84771728166943,2.346199089079164;https://www.ephe.fr/bibliotheques/presentation-generale;https://www.ephe.fr/bibliotheques/bibliotheques-et-centres;;;;;;;;;;;;;;;;;;;75105;Paris  5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;0753486G.jpeg;;;;;;;;;
0870111Y;SCD de l'Université de Limoges;SCD%20de%20l%27Universit%E9%20de%20Limoges;0870111Y-00;0870111Y-00-1;Oui;1;0870669E;Un00;Administration générale;;Administration%20g%E9n%E9rale;;870852107;;39C rue Camille Guérin;;87031;Limoges;;45.8167209524394,1.2299771395263401;https://www.unilim.fr/scd/;https://www.unilim.fr/scd/;scd@unilim.fr;https://www.unilim.fr/scd/nous-connaitre/contacts/#contactsdirection;;;;;https://www.facebook.com/BULimoges/;;;;;;;;;;;;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Nouvelle-Aquitaine;Province;FD111;0870111Y.jpg;;BULimoges;;;;;;;
